fulltext_id,source_id,doi,title,fulltext_type,fulltext_url,local_path,fetch_status,failure_reason,content_hash,content_bytes,media_type,http_status,url_source,content_scope,validation_note,is_primary,acquisition_step,version_type,version_relation,related_source_id,created_at,updated_at,last_checked_at
FT_55AF0DC590AFB3055F7F,LIT_458C915DF011F7D3,10.21220/s2-bc4z-d393,Carbon Nanosheets And Carbon Nanotubes By *Rf Pecvd,pdf,https://scholarworks.wm.edu/server/api/core/bitstreams/0da2e6c1-bff5-4e03-87b8-884af8cf0de6/content,data/raw/fulltext/pdf/LIT_458C915DF011F7D3_aeed1a82e0d8.pdf,success,,aeed1a82e0d8c50208cf07b6e2b6b677f50b7c08c25ee68fb39148c9486caa71,3657691,application/pdf;charset=UTF-8,200,doi_resolver:html_discovery,fulltext,PDF signature validated; requested_url=https://scholarworks.wm.edu/bitstreams/0da2e6c1-bff5-4e03-87b8-884af8cf0de6/download; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T04:41:57Z,2026-07-16T04:41:57Z,2026-07-16T04:41:57Z
FT_6727BB0CDC3CFFBF3056,LIT_458C915DF011F7D3,10.21220/s2-bc4z-d393,Carbon Nanosheets And Carbon Nanotubes By *Rf Pecvd,html,https://doi.org/10.21220/s2-bc4z-d393,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=utf-8,200,doi_resolver,landing_page,visible_chars=29; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T04:41:37Z,2026-07-16T04:41:37Z,2026-07-16T04:41:37Z
FT_912EE84C3066E011CB01,LIT_4596780F2CFEE553,,Characteristics of 100 nm-Dot Array of Vertically Aligned Carbon Nanotube Field Emitters Fabricated by DC Plasma Enhanced Chemical Vapor Deposition,pdf,http://www.jspf.or.jp/JPFRS/PDF/Vol8/jpfrs2009_08-0539.pdf,data/raw/fulltext/pdf/LIT_4596780F2CFEE553_213675f0fb72.pdf,success,,213675f0fb72cfdac393ac13342aea9acfd57e51f8cb8f887e528d64a8961570,462173,application/pdf,200,openalex,fulltext,PDF signature validated; requested_url=http://www.jspf.or.jp/JPFRS/PDF/Vol8/jpfrs2009_08-0539.pdf; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T05:50:26Z,2026-07-16T05:50:26Z,2026-07-16T05:50:26Z
FT_02E31087D3767ECADA29,LIT_4677D489B1229811,10.1063/1.3091394,Plasma restructuring of catalysts for chemical vapor deposition of carbon nanotubes,html,https://doi.org/10.1063/1.3091394,,failed,http_403,,0,text/html; charset=UTF-8,403,doi_resolver.publisher_check,unknown,,0,4,published,same_record,,2026-07-16T04:43:43Z,2026-07-16T17:47:19Z,2026-07-16T17:47:19Z
FT_8C09780932FACD00D3FF,LIT_4677D489B1229811,10.1063/1.3091394,Plasma restructuring of catalysts for chemical vapor deposition of carbon nanotubes,html,https://www.semanticscholar.org/paper/76f294723685621786be3942947fdc1d43773afc,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,4,published,same_record,,2026-07-16T04:43:43Z,2026-07-16T17:47:19Z,2026-07-16T17:47:19Z
FT_578AA02B6BD6CD15DA70,LIT_46BBBCD86D612E63,10.1007/s11434-011-4919-8,Direct growth of single-walled carbon nanotubes on substrates,pdf,https://link.springer.com/content/pdf/10.1007/s11434-011-4919-8.pdf?error=cookies_not_supported&code=57352160-069a-4220-a73f-f43c9171708c,data/raw/fulltext/pdf/LIT_46BBBCD86D612E63_a1c588753433.pdf,success,,a1c5887534338a2327380c482c0eee2b2fc5bd04aba4e1d9de1832496022ed9c,1402872,application/pdf,200,openalex,fulltext,PDF signature validated; requested_url=https://link.springer.com/content/pdf/10.1007/s11434-011-4919-8.pdf; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T05:03:55Z,2026-07-16T05:03:55Z,2026-07-16T05:03:55Z
FT_DC0C97C5FAF4018BE9F3,LIT_46E185E6AAADE8A0,10.1063/1.1576310,Effect of length and spacing of vertically aligned carbon nanotubes on field emission properties,html,https://doi.org/10.1063/1.1576310,,failed,http_403,,0,text/html; charset=UTF-8,403,doi_resolver,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T05:46:56Z,2026-07-16T05:46:56Z,2026-07-16T05:46:56Z
FT_7141DB73F975A697073F,LIT_46E185E6AAADE8A0,10.1063/1.1576310,Effect of length and spacing of vertically aligned carbon nanotubes on field emission properties,html,https://www.semanticscholar.org/paper/57b22b3f84b60c8221a4210f3c4f474f9c648595,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:46:57Z,2026-07-16T05:46:57Z,2026-07-16T05:46:57Z
FT_EF78EAD3FE0348427DB8,LIT_471C7630A848E30E,10.1007/s003390100916,Effect of gas pressure on the growth and structure of carbon nanotubes by chemical vapor deposition,html,https://doi.org/10.1007/s003390100916,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=utf-8,200,doi_resolver,landing_page,visible_chars=4402; scholarly_markers=2; article_tag=True,0,0,unknown_legacy,not_assessed,,2026-07-16T05:47:45Z,2026-07-16T05:47:45Z,2026-07-16T05:47:45Z
FT_33FF673EF61BBB7CA4C3,LIT_471C7630A848E30E,10.1007/s003390100916,Effect of gas pressure on the growth and structure of carbon nanotubes by chemical vapor deposition,html,https://www.semanticscholar.org/paper/bb1d9ce631ef2c5f497c7472756c16a5ac7e7649,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:47:54Z,2026-07-16T05:47:54Z,2026-07-16T05:47:54Z
FT_0B171E5819989BE41FD1,LIT_471C7630A848E30E,10.1007/s003390100916,Effect of gas pressure on the growth and structure of carbon nanotubes by chemical vapor deposition,pdf,https://link.springer.com/content/pdf/10.1007/s003390100916.pdf,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=utf-8,200,doi_resolver:html_discovery,landing_page,visible_chars=4402; scholarly_markers=2; article_tag=True,0,0,unknown_legacy,not_assessed,,2026-07-16T05:47:53Z,2026-07-16T05:47:53Z,2026-07-16T05:47:53Z
FT_56975C595B25B5D9FEA6,LIT_472E1D1EF2E6857C,10.1351/pac200678061117,Carbon nanotubes by plasma-enhanced chemical vapor deposition,html,https://doi.org/10.1351/pac200678061117,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,unpaywall.best_oa_location,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T06:19:23Z,2026-07-16T06:19:23Z,2026-07-16T06:19:23Z
FT_FCE7359CBC1BD42ACB52,LIT_472E1D1EF2E6857C,10.1351/pac200678061117,Carbon nanotubes by plasma-enhanced chemical vapor deposition,pdf,https://www.degruyter.com/document/doi/10.1351/pac200678061117/pdf,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,openalex,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T06:19:21Z,2026-07-16T06:19:21Z,2026-07-16T06:19:21Z
FT_EDBB9E9A8AC79BD35D4E,LIT_47FCC8AC91160731,10.1063/1.2165276,Fabrication and microwave absorption of carbon nanotubes∕CoFe2O4 spinel nanocomposite,html,https://doi.org/10.1063/1.2165276,,failed,http_403,,0,text/html; charset=UTF-8,403,doi_resolver,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T05:46:29Z,2026-07-16T05:46:29Z,2026-07-16T05:46:29Z
FT_19503C23B7D81D78C507,LIT_47FCC8AC91160731,10.1063/1.2165276,Fabrication and microwave absorption of carbon nanotubes∕CoFe2O4 spinel nanocomposite,html,https://www.semanticscholar.org/paper/31037b0d961d829b910039ea2b989b139f230e26,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:46:29Z,2026-07-16T05:46:29Z,2026-07-16T05:46:29Z
FT_15A40CACA60BE7A63A23,LIT_4823A1E3E3586FBB,10.1021/jp015554i,A Temperature Window for Chemical Vapor Decomposition Growth of Single-Wall Carbon Nanotubes,html,https://doi.org/10.1021/jp015554i,,failed,http_403,,0,text/html; charset=UTF-8,403,doi_resolver.publisher_check,unknown,,0,4,published,same_record,,2026-07-16T04:39:46Z,2026-07-16T17:45:26Z,2026-07-16T17:45:26Z
FT_7997AFC1CBB4F5D93B5C,LIT_4823A1E3E3586FBB,10.1021/jp015554i,A Temperature Window for Chemical Vapor Decomposition Growth of Single-Wall Carbon Nanotubes,html,https://www.semanticscholar.org/paper/bf20b3a11a511dd74dd327ffe7ccdb4afb366101,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,4,published,same_record,,2026-07-16T04:39:46Z,2026-07-16T17:45:26Z,2026-07-16T17:45:26Z
FT_AD1388E4C77C776E05F3,LIT_485DBAE0B3ACA0C9,10.1016/j.apsusc.2008.02.005,The growth of carbon nanotubes on montmorillonite and zeolite (clinoptilolite),html,https://doi.org/10.1016/j.apsusc.2008.02.005,,skipped,html_landing_page_not_fulltext,,0,text/html;charset=UTF-8,200,doi_resolver,landing_page,visible_chars=11; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:57:17Z,2026-07-16T05:57:17Z,2026-07-16T05:57:17Z
FT_1E3EC266703C2A9E74E3,LIT_485DBAE0B3ACA0C9,10.1016/j.apsusc.2008.02.005,The growth of carbon nanotubes on montmorillonite and zeolite (clinoptilolite),html,https://www.semanticscholar.org/paper/be7bf025bb94f276894dfec8df42138cf2d31478,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:57:17Z,2026-07-16T05:57:17Z,2026-07-16T05:57:17Z
FT_77D0E96E8739CFA8432D,LIT_486AB35D5385C0CD,10.1016/s0009-2614(99)01216-6,Model of carbon nanotube growth through chemical vapor deposition,html,https://doi.org/10.1016/s0009-2614(99)01216-6,,skipped,html_landing_page_not_fulltext,,0,text/html;charset=UTF-8,200,doi_resolver,landing_page,visible_chars=11; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:52:01Z,2026-07-16T05:52:01Z,2026-07-16T05:52:01Z
FT_2585CD76B2B0245795C0,LIT_486AB35D5385C0CD,10.1016/s0009-2614(99)01216-6,Model of carbon nanotube growth through chemical vapor deposition,html,https://www.semanticscholar.org/paper/aac920045d21b6840338c630908bbccfda1bde0c,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:52:02Z,2026-07-16T05:52:02Z,2026-07-16T05:52:02Z
FT_1FD33E7D542387EEB030,LIT_48C5F8CF45399ADD,10.1021/acs.iecr.1c05082,"Methane Catalytic Pyrolysis by Microwave and Thermal Heating over Carbon Nanotube-Supported Catalysts: Productivity, Kinetics, and Energy Efficiency",pdf,https://www.osti.gov/servlets/purl/1967350,data/raw/fulltext/pdf/LIT_48C5F8CF45399ADD_9ca706afde43.pdf,success,,9ca706afde43853f288d7505eb4a0ca9209a7fb83a22f8b1063e694c445d57ea,5514610,application/pdf,200,unpaywall,fulltext,PDF signature validated; requested_url=https://www.osti.gov/servlets/purl/1967350; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T06:19:15Z,2026-07-16T06:19:15Z,2026-07-16T06:19:15Z
FT_2CD6E63242602DF79158,LIT_494B4CC4BCCEA422,10.1021/nl034952p,Proton Exchange Membrane Fuel Cells with Carbon Nanotube Based Electrodes,html,https://doi.org/10.1021/nl034952p,,failed,http_403,,0,text/html; charset=UTF-8,403,doi_resolver,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T05:46:22Z,2026-07-16T05:46:22Z,2026-07-16T05:46:22Z
FT_5A973E79B9CFB2D41C92,LIT_494B4CC4BCCEA422,10.1021/nl034952p,Proton Exchange Membrane Fuel Cells with Carbon Nanotube Based Electrodes,html,https://www.semanticscholar.org/paper/e69eb72ea0a7bc1b3da9115858822f0c249329c5,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:46:23Z,2026-07-16T05:46:23Z,2026-07-16T05:46:23Z
FT_CD0F103880384F3DE323,LIT_497851FDFADDDAC1,10.1016/j.matlet.2005.08.009,Fabrication and growth mechanism of carbon nanotubes by catalytic chemical vapor deposition,html,https://doi.org/10.1016/j.matlet.2005.08.009,,skipped,html_landing_page_not_fulltext,,0,text/html;charset=UTF-8,200,doi_resolver,landing_page,visible_chars=11; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:50:30Z,2026-07-16T05:50:30Z,2026-07-16T05:50:30Z
FT_B1451A6AC0E276A939F9,LIT_497851FDFADDDAC1,10.1016/j.matlet.2005.08.009,Fabrication and growth mechanism of carbon nanotubes by catalytic chemical vapor deposition,html,https://www.semanticscholar.org/paper/c3c3bbc918ceb35cad8797488beb4eded23607ef,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:50:31Z,2026-07-16T05:50:31Z,2026-07-16T05:50:31Z
FT_49FE804C4718FD12DCC8,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,pdf,https://repository.up.ac.za/server/api/core/bitstreams/84fb18d7-2bc1-42ac-a10e-65e3a21202ee/content,data/raw/fulltext/pdf/LIT_49C88757CC06D1A8_21fff975c76f.pdf,success,,21fff975c76f1b976793b6aa5dc8dd62dd14c106383f3bf7e486f305c2d90254,2972875,application/pdf;charset=UTF-8,200,unpaywall.oa_locations[3]:html_discovery,fulltext,PDF signature validated; requested_url=https://repository.up.ac.za/bitstreams/84fb18d7-2bc1-42ac-a10e-65e3a21202ee/download; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T06:16:58Z,2026-07-16T06:16:58Z,2026-07-16T06:16:58Z
FT_05F855AF27913C117ECB,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,html,http://hdl.handle.net/2263/96627,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=utf-8,200,unpaywall.oa_locations[3],landing_page,visible_chars=2881; scholarly_markers=2; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T06:16:40Z,2026-07-16T06:16:40Z,2026-07-16T06:16:40Z
FT_9ED910CC91D1F3BD1274,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,html,https://doaj.org/article/10bd044577934c0c9bac81fc25746b21,,failed,http_403,,0,text/html; charset=UTF-8,403,unpaywall.oa_locations[2],unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T06:16:32Z,2026-07-16T06:16:32Z,2026-07-16T06:16:32Z
FT_9927C3647A969C05D08B,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,html,https://doi.org/10.1016/j.heliyon.2024.e24679,,skipped,html_landing_page_not_fulltext,,0,text/html;charset=UTF-8,200,unpaywall.best_oa_location,landing_page,visible_chars=11; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T06:16:28Z,2026-07-16T06:16:28Z,2026-07-16T06:16:28Z
FT_BA563089F33227EFE460,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,html,https://pmc.ncbi.nlm.nih.gov/articles/PMC10830538/,data/raw/fulltext/html/LIT_49C88757CC06D1A8_2642890f0914.html,success,,2642890f0914a1bc3de01658fc8b34269f36cffff7e4b1b9d24246145d7d8630,410729,text/html; charset=utf-8,200,unpaywall.oa_locations[1],fulltext,visible_chars=144923; scholarly_markers=5; article_tag=True; requested_url=https://www.ncbi.nlm.nih.gov/pmc/articles/10830538; deduplicated_by_hash=False,0,0,unknown_legacy,not_assessed,,2026-07-16T06:16:32Z,2026-07-16T06:16:32Z,2026-07-16T06:16:32Z
FT_32A614A1609A07848AF1,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,pdf,http://www.cell.com/article/S2405844024007102/pdf,,failed,http_403,,0,text/html; charset=UTF-8,403,openalex,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T06:16:25Z,2026-07-16T06:16:25Z,2026-07-16T06:16:25Z
FT_FB70EECB441DDFF30081,LIT_49C88757CC06D1A8,10.1016/j.heliyon.2024.e24679,Recent advancements in the use of plastics as a carbon source for carbon nanotubes synthesis - A review,pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10830538/pdf/main.pdf,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=utf-8,200,unpaywall.oa_locations[1],landing_page,visible_chars=86; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T06:16:26Z,2026-07-16T06:16:26Z,2026-07-16T06:16:26Z
FT_B99F0CD12A28C70D773B,LIT_4A0619355DFA627D,10.1088/0957-4484/15/11/052,One-step preparation of highly dispersed metal-supported catalysts by fluidized-bed MOCVD for carbon nanotube synthesis,html,https://doi.org/10.1088/0957-4484/15/11/052,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,200,doi_resolver.publisher_check,landing_page,visible_chars=399; scholarly_markers=0; article_tag=False,0,4,published,same_record,,2026-07-16T04:40:19Z,2026-07-16T17:45:38Z,2026-07-16T17:45:38Z
FT_1B02F3E75EC58FC2A052,LIT_4A0619355DFA627D,10.1088/0957-4484/15/11/052,One-step preparation of highly dispersed metal-supported catalysts by fluidized-bed MOCVD for carbon nanotube synthesis,html,https://www.semanticscholar.org/paper/5bca69842332d9b210026f02e0de226865181a1b,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,4,published,same_record,,2026-07-16T04:40:20Z,2026-07-16T17:45:38Z,2026-07-16T17:45:38Z
FT_EAA8645218C5EEB1B496,LIT_4A42E225A9840CD9,10.3390/nano14141205,Mo-Doped Ni/C Catalyst for Improved Simultaneous Production of Hydrogen and Carbon Nanotubes through Ethanol Decomposition,html,https://pmc.ncbi.nlm.nih.gov/articles/PMC11280427/,data/raw/fulltext/html/LIT_4A42E225A9840CD9_4ff5b448da4e.html,success,,4ff5b448da4e9b5bf3af68194e51cae795ef1bc699114a267813125623c63b36,183578,text/html; charset=utf-8,200,unpaywall.oa_locations[1],fulltext,visible_chars=37264; scholarly_markers=6; article_tag=True; requested_url=https://www.ncbi.nlm.nih.gov/pmc/articles/11280427; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T04:37:58Z,2026-07-16T04:37:58Z,2026-07-16T04:37:58Z
FT_EA456C6221EAE10DA249,LIT_4A42E225A9840CD9,10.3390/nano14141205,Mo-Doped Ni/C Catalyst for Improved Simultaneous Production of Hydrogen and Carbon Nanotubes through Ethanol Decomposition,html,https://doaj.org/article/c0eb4a5f228f41618299c098c0a196e8,,failed,http_403,,0,text/html; charset=UTF-8,403,unpaywall.oa_locations[2],unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T04:37:58Z,2026-07-16T04:37:58Z,2026-07-16T04:37:58Z
FT_0A41A45E4A227606AF00,LIT_4A42E225A9840CD9,10.3390/nano14141205,Mo-Doped Ni/C Catalyst for Improved Simultaneous Production of Hydrogen and Carbon Nanotubes through Ethanol Decomposition,html,https://doi.org/10.3390/nano14141205,,failed,http_403,,0,text/html,403,unpaywall.best_oa_location,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T04:37:54Z,2026-07-16T04:37:54Z,2026-07-16T04:37:54Z
FT_DA21C36DE63EB3C0D950,LIT_4A42E225A9840CD9,10.3390/nano14141205,Mo-Doped Ni/C Catalyst for Improved Simultaneous Production of Hydrogen and Carbon Nanotubes through Ethanol Decomposition,pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11280427/pdf/nanomaterials-14-01205.pdf,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=utf-8,200,unpaywall.oa_locations[1],landing_page,visible_chars=86; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T04:37:53Z,2026-07-16T04:37:53Z,2026-07-16T04:37:53Z
FT_9B94FDB4D0CDC585B4D3,LIT_4A42E225A9840CD9,10.3390/nano14141205,Mo-Doped Ni/C Catalyst for Improved Simultaneous Production of Hydrogen and Carbon Nanotubes through Ethanol Decomposition,pdf,https://www.mdpi.com/2079-4991/14/14/1205/pdf?version=1721113578,,failed,http_403,,0,text/html,403,unpaywall,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T04:37:53Z,2026-07-16T04:37:53Z,2026-07-16T04:37:53Z
FT_1CA723A0E2F803965173,LIT_4ABB421997980E00,10.1016/j.apsusc.2015.06.009,Rational control on floating catalysts for the growth of carbon nanotube assemblies: From vertically aligned carbon nanotube arrays to carbon nanotube films,html,https://doi.org/10.1016/j.apsusc.2015.06.009,,skipped,html_landing_page_not_fulltext,,0,text/html;charset=UTF-8,200,doi_resolver,landing_page,visible_chars=11; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:55:37Z,2026-07-16T05:55:37Z,2026-07-16T05:55:37Z
FT_2101DE90E389D31AB6B2,LIT_4ABB421997980E00,10.1016/j.apsusc.2015.06.009,Rational control on floating catalysts for the growth of carbon nanotube assemblies: From vertically aligned carbon nanotube arrays to carbon nanotube films,html,https://www.semanticscholar.org/paper/b7711c15f04bb2a585f6961c00d3b65bbe79a352,,skipped,html_landing_page_not_fulltext,,0,text/html; charset=UTF-8,202,semantic_scholar,landing_page,visible_chars=0; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T05:55:38Z,2026-07-16T05:55:38Z,2026-07-16T05:55:38Z
FT_0426D13DFB1285BC9423,LIT_4B17E877536A6E0E,10.1021/acs.analchem.5b01257,Carbon Nanotubes Grown on Metal Microelectrodes for the Detection of Dopamine,pdf,https://www.osti.gov/servlets/purl/1241476,data/raw/fulltext/pdf/LIT_4B17E877536A6E0E_6d83e8ba738c.pdf,success,,6d83e8ba738c7cdb9faad847b28eaeced6444544bd90fb53f64f9c3b0f2559fa,3974793,application/pdf,200,unpaywall.oa_locations[1],fulltext,PDF signature validated; requested_url=https://www.osti.gov/servlets/purl/1241476; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T05:30:52Z,2026-07-16T05:30:52Z,2026-07-16T05:30:52Z
FT_807A3B0F41B7B6669A1F,LIT_4B17E877536A6E0E,10.1021/acs.analchem.5b01257,Carbon Nanotubes Grown on Metal Microelectrodes for the Detection of Dopamine,pdf,https://doi.org/10.1021/acs.analchem.5b01257,,failed,http_403,,0,text/html; charset=UTF-8,403,semantic_scholar,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T05:30:37Z,2026-07-16T05:30:37Z,2026-07-16T05:30:37Z
FT_8533AA79BCD099D2571F,LIT_4B3D3C5CD3B8D731,10.1016/j.carbon.2013.08.051,Narrow-chirality distributed single-walled carbon nanotube synthesis by remote plasma enhanced ethanol deposition on cobalt incorporated MCM-41 catalyst,pdf,https://cf002.cdn.4science.cloud/4s-assetstore-dspacecrisntu/36/30/61/36306196574668144797023796249876890803?response-content-type=application%2Fpdf&response-content-disposition=attachment%3B+filename%3D%22carbon-July2013_edited.pdf%22&Expires=1784169655&Signature=LSsUjp4DeM9dUBlqZUKcTmieJdhmIX3wQKNPLjtbPhPhbncFzndatnZemXhelIfxrFPFFvOZSTivq4JcUQgbeL0i3ZzWAqRWM1ac0cRnIB~-L13~EAMdUBdccEGebqXqQybkD40I6y-PTLv~ZwvVTSh~r9dE8EM7TTuUa2LAdeuRKQAo2fHMZ36BCklvKEcfL-7JYYX5~i50Mnez441dOsXNYV6FsXbili6N65rV2xFEB2brKqOVDf5vchf-d3Swkf17Gx9o9veJy6xK69BTShPdknv2QFOIKWnWJK5R44bkXPJpDqw0o2kEQs1a6f-~w7VUN1rgO6VSeaQXUgX-PA__&Key-Pair-Id=K20AKEP5FKG3TS,data/raw/fulltext/pdf/LIT_4B3D3C5CD3B8D731_0f7ac68e27d0.pdf,success,,0f7ac68e27d09b3b6d0d1f55ee0aa599cf3ea8bea2d8c5d3fde0e04c803f5d7b,1569404,application/pdf,200,NTU Digital Repository,fulltext,PDF signature validated; requested_url=https://dr.ntu.edu.sg/server/api/core/bitstreams/0ece086b-9d80-4420-a2b5-34e2467d688f/content; deduplicated_by_hash=False,1,0,unknown_legacy,not_assessed,,2026-07-16T02:40:52Z,2026-07-16T02:40:52Z,2026-07-16T02:40:52Z
FT_5F52B86B81030B275BEE,LIT_4B3D3C5CD3B8D731,10.1016/j.carbon.2013.08.051,Narrow-chirality distributed single-walled carbon nanotube synthesis by remote plasma enhanced ethanol deposition on cobalt incorporated MCM-41 catalyst,html,http://hdl.handle.net/10220/19353,,failed,http_405,,0,text/html; charset=UTF-8,405,unpaywall.best_oa_location,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T02:13:33Z,2026-07-16T02:27:12Z,2026-07-16T02:27:12Z
FT_9AF8F6CD9600260AB050,LIT_4B3D3C5CD3B8D731,10.1016/j.carbon.2013.08.051,Narrow-chirality distributed single-walled carbon nanotube synthesis by remote plasma enhanced ethanol deposition on cobalt incorporated MCM-41 catalyst,html,https://doi.org/10.1016/j.carbon.2013.08.051,,skipped,html_landing_page_not_fulltext,,0,text/html;charset=UTF-8,200,doi_resolver,landing_page,visible_chars=11; scholarly_markers=0; article_tag=False,0,0,unknown_legacy,not_assessed,,2026-07-16T02:13:35Z,2026-07-16T02:27:13Z,2026-07-16T02:27:13Z
FT_E889B6996B437ECAEAD5,LIT_4B3D3C5CD3B8D731,10.1016/j.carbon.2013.08.051,Narrow-chirality distributed single-walled carbon nanotube synthesis by remote plasma enhanced ethanol deposition on cobalt incorporated MCM-41 catalyst,pdf,https://dr.ntu.edu.sg/bitstream/10356/103919/1/carbon-July2013_edited.pdf,,failed,http_405,,0,text/html; charset=UTF-8,405,openalex,unknown,,0,0,unknown_legacy,not_assessed,,2026-07-16T02:13:32Z,2026-07-16T02:40:50Z,2026-07-16T02:40:50Z
